INDEX,YEAR,MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,SCHEDULED_TIME,AIR_TIME,DISTANCE,SCHEDULED_ARRIVAL
798,2015,1,1,WN,537,MCO,ATL,655,95.0,63.0,404,830
799,2015,1,1,WN,897,ABQ,DAL,655,105.0,81.0,580,940
800,2015,1,1,WN,753,PVD,FLL,655,200.0,169.0,1188,1015
801,2015,1,1,WN,969,PHL,FLL,655,170.0,137.0,992,945
802,2015,1,1,WN,4120,PHL,LAS,655,345.0,321.0,2176,940
803,2015,1,1,AA,299,MIA,DEN,655,267.0,242.0,1709,922
804,2015,1,1,AA,367,TUL,DFW,655,75.0,,237,810
805,2015,1,1,AA,222,LAX,BOS,655,320.0,271.0,2611,1515
806,2015,1,1,AA,1104,DFW,LGA,655,190.0,157.0,1389,1105
807,2015,1,1,AA,1373,BWI,DFW,655,220.0,202.0,1217,935
808,2015,1,1,AA,2401,DFW,LAX,655,205.0,,1235,820
809,2015,1,1,B6,16,SFO,JFK,655,322.0,299.0,2586,1517
810,2015,1,1,DL,1071,MKE,MSP,655,90.0,52.0,297,825
811,2015,1,1,DL,2090,PDX,MSP,655,203.0,174.0,1426,1218
812,2015,1,1,B6,2324,MCO,DCA,655,124.0,103.0,759,859
813,2015,1,1,B6,2702,JFK,BUF,655,94.0,62.0,301,829
814,2015,1,1,DL,1651,MSP,LAS,655,218.0,160.0,1299,833
815,2015,1,1,DL,1818,ATL,MCO,655,87.0,59.0,404,822
816,2015,1,1,EV,3924,MFE,IAH,655,74.0,50.0,316,809
817,2015,1,1,F9,907,TTN,RDU,655,93.0,59.0,373,828
818,2015,1,1,MQ,3063,ELP,ORD,655,175.0,,1236,1050
819,2015,1,1,MQ,3110,HSV,ORD,655,130.0,87.0,510,905
820,2015,1,1,MQ,3188,ABQ,ORD,655,155.0,119.0,1118,1030
821,2015,1,1,UA,821,RDU,SFO,657,361.0,328.0,2400,958
822,2015,1,1,UA,312,EWR,LAX,659,386.0,340.0,2454,1025
823,2015,1,1,US,823,DCA,CLT,659,89.0,63.0,331,828
824,2015,1,1,UA,1052,MCO,EWR,659,152.0,127.0,937,931
825,2015,1,1,AA,1553,DCA,MIA,659,165.0,129.0,919,944
826,2015,1,1,B6,15,JFK,SFO,659,404.0,350.0,2586,1043
827,2015,1,1,B6,453,JFK,PBI,659,183.0,143.0,1028,1002
828,2015,1,1,DL,1547,LGA,ATL,659,164.0,115.0,762,943
829,2015,1,1,OO,6618,PSP,PHX,659,68.0,41.0,261,907
830,2015,1,1,OO,5366,DVL,JMS,700,38.0,,83,738
831,2015,1,1,UA,356,ALB,ORD,700,159.0,130.0,723,839
832,2015,1,1,UA,392,PDX,SFO,700,113.0,78.0,550,853
833,2015,1,1,UA,417,EWR,TPA,700,181.0,149.0,997,1001
834,2015,1,1,US,852,JAX,CLT,700,87.0,53.0,328,827
835,2015,1,1,US,1722,CLE,CLT,700,103.0,68.0,430,843
836,2015,1,1,US,1877,CLT,MIA,700,119.0,91.0,650,859
837,2015,1,1,US,1961,IAH,CLT,700,142.0,105.0,912,1022
838,2015,1,1,US,1978,IND,CLT,700,98.0,63.0,427,838
839,2015,1,1,US,2064,DFW,CLT,700,148.0,112.0,936,1028
840,2015,1,1,UA,463,LGA,ORD,700,159.0,136.0,733,839
841,2015,1,1,UA,514,BOS,IAH,700,273.0,236.0,1597,1033
842,2015,1,1,UA,521,BOS,ORD,700,178.0,154.0,867,858
843,2015,1,1,UA,736,SFO,EWR,700,326.0,286.0,2565,1526
844,2015,1,1,UA,795,SNA,DEN,700,142.0,111.0,846,1022
845,2015,1,1,UA,1027,SFO,IAH,700,232.0,199.0,1635,1252
846,2015,1,1,VX,399,JFK,LAX,700,385.0,360.0,2475,1025
847,2015,1,1,VX,897,LAS,SFO,700,85.0,61.0,414,825
848,2015,1,1,WN,473,BUF,FLL,700,195.0,158.0,1165,1015
849,2015,1,1,WN,309,BWI,HOU,700,220.0,198.0,1246,940
850,2015,1,1,WN,369,BWI,LAS,700,330.0,301.0,2106,930
851,2015,1,1,WN,4635,CLE,PHX,700,280.0,271.0,1737,940
852,2015,1,1,WN,1019,DCA,DAL,700,210.0,208.0,1184,930
853,2015,1,1,WN,194,ISP,FLL,700,185.0,159.0,1092,1005
854,2015,1,1,WN,2511,MDW,DAL,700,150.0,129.0,793,930
855,2015,1,1,WN,767,MDW,TPA,700,165.0,132.0,997,1045
856,2015,1,1,WN,390,MSP,MDW,700,95.0,58.0,349,835
857,2015,1,1,WN,443,PIT,MCO,700,150.0,114.0,834,930
858,2015,1,1,WN,921,SAT,BNA,700,120.0,94.0,822,900
859,2015,1,1,WN,2373,HOU,MCO,700,130.0,103.0,849,1010
860,2015,1,1,UA,1195,MCO,SFO,700,360.0,317.0,2446,1000
861,2015,1,1,UA,1697,EWR,DEN,700,270.0,250.0,1605,930
862,2015,1,1,US,424,ORD,PHX,700,243.0,212.0,1440,1003
863,2015,1,1,US,461,ATL,CLT,700,72.0,38.0,226,812
864,2015,1,1,US,568,SLC,PHX,700,109.0,68.0,507,849
865,2015,1,1,US,590,BOI,PHX,700,128.0,97.0,735,908
866,2015,1,1,US,621,DCA,PHX,700,320.0,306.0,1979,1020
867,2015,1,1,AA,9,JFK,LAX,700,380.0,368.0,2475,1020
868,2015,1,1,AA,17,ATL,MIA,700,112.0,82.0,594,852
869,2015,1,1,AA,118,LAX,JFK,700,325.0,268.0,2475,1525
870,2015,1,1,AA,68,SFO,MIA,700,324.0,295.0,2585,1524
871,2015,1,1,AA,201,BOS,LAX,700,395.0,390.0,2611,1035
872,2015,1,1,AA,204,MIA,LAS,700,328.0,308.0,2174,928
873,2015,1,1,AA,309,DFW,BNA,700,100.0,74.0,631,840
874,2015,1,1,AA,315,LGA,ORD,700,165.0,136.0,733,845
875,2015,1,1,AA,1242,FAT,DFW,700,195.0,170.0,1313,1215
876,2015,1,1,AA,1247,BOS,ORD,700,185.0,149.0,867,905
877,2015,1,1,AA,1258,LAS,DFW,700,165.0,136.0,1055,1145
878,2015,1,1,AA,1273,MIA,IAH,700,178.0,155.0,964,858
879,2015,1,1,AA,1354,DFW,MCO,700,150.0,123.0,985,1030
880,2015,1,1,AA,1529,MCO,LAX,700,335.0,306.0,2218,935
881,2015,1,1,AA,1582,MIA,BOS,700,193.0,167.0,1258,1013
882,2015,1,1,AA,1699,TPA,DFW,700,170.0,150.0,929,850
883,2015,1,1,AA,1507,SEA,DFW,700,230.0,213.0,1660,1250
884,2015,1,1,AA,1513,DFW,ATL,700,125.0,89.0,731,1005
885,2015,1,1,AA,1648,TUS,DFW,700,130.0,,813,1010
886,2015,1,1,AA,2291,DFW,MIA,700,163.0,,1121,1043
887,2015,1,1,AA,2451,LGA,MIA,700,197.0,151.0,1096,1017
888,2015,1,1,AS,17,EWR,SEA,700,371.0,356.0,2402,1011
889,2015,1,1,AS,39,MSP,SEA,700,225.0,197.0,1399,845
890,2015,1,1,AS,112,ANC,SEA,700,210.0,179.0,1448,1130
891,2015,1,1,AS,311,PSP,SFO,700,95.0,67.0,421,835
892,2015,1,1,AS,313,SFO,SEA,700,120.0,97.0,679,900
893,2015,1,1,AS,405,SJC,PDX,700,105.0,88.0,569,845
894,2015,1,1,AS,415,PDX,SEA,700,50.0,28.0,129,750
895,2015,1,1,AS,445,LAX,SEA,700,170.0,139.0,954,950
896,2015,1,1,AS,466,SEA,LAX,700,165.0,124.0,954,945
897,2015,1,1,AS,519,SNA,SEA,700,180.0,147.0,978,1000
898,2015,1,1,AS,531,BUR,SEA,700,150.0,132.0,937,930
899,2015,1,1,AS,615,LAS,SEA,700,154.0,126.0,867,934
900,2015,1,1,AS,663,PHX,PDX,700,168.0,142.0,1009,848
901,2015,1,1,AS,722,SLC,LAX,700,125.0,82.0,590,805
902,2015,1,1,AS,833,PDX,HNL,700,370.0,336.0,2603,1110
903,2015,1,1,AS,847,SAN,OGG,700,357.0,362.0,2541,1057
904,2015,1,1,AS,883,OAK,LIH,700,344.0,320.0,2457,1044
905,2015,1,1,B6,288,LAX,BOS,700,319.0,272.0,2611,1519
906,2015,1,1,B6,289,BOS,DCA,700,111.0,68.0,399,851
907,2015,1,1,B6,619,BOS,SAN,700,396.0,373.0,2588,1036
908,2015,1,1,B6,723,DCA,MCO,700,143.0,111.0,759,923
909,2015,1,1,B6,1109,BOS,JAX,700,188.0,156.0,1010,1008
910,2015,1,1,B6,1121,PDX,LGB,700,136.0,110.0,846,916
911,2015,1,1,B6,1031,BOS,HOU,700,276.0,255.0,1609,1036
912,2015,1,1,B6,1039,BOS,AUS,700,295.0,269.0,1698,1055
913,2015,1,1,B6,2007,PIT,FLL,700,168.0,131.0,994,948
914,2015,1,1,DL,364,SEA,LAX,700,153.0,118.0,954,933
915,2015,1,1,DL,400,PDX,JFK,700,313.0,268.0,2454,1513
916,2015,1,1,DL,424,JFK,LAX,700,400.0,356.0,2475,1040
917,2015,1,1,DL,822,SEA,DTW,700,255.0,213.0,1927,1415
918,2015,1,1,DL,854,SFO,DTW,700,273.0,247.0,2079,1433
919,2015,1,1,DL,872,DCA,ATL,700,126.0,83.0,547,906
920,2015,1,1,DL,1183,ORF,ATL,700,120.0,88.0,516,900
921,2015,1,1,DL,1280,DAB,ATL,700,88.0,61.0,366,828
922,2015,1,1,DL,1305,PBI,ATL,700,109.0,77.0,545,849
923,2015,1,1,DL,1440,SLC,MSP,700,163.0,134.0,991,1043
924,2015,1,1,DL,1453,SEA,MSP,700,196.0,162.0,1399,1216
925,2015,1,1,AA,1461,DAY,DFW,700,175.0,135.0,861,855
926,2015,1,1,DL,1971,MSP,PHX,700,214.0,180.0,1276,934
927,2015,1,1,DL,2017,LGA,PBI,700,189.0,147.0,1035,1009
928,2015,1,1,DL,2123,RSW,LGA,700,169.0,138.0,1080,949
929,2015,1,1,DL,2151,MIA,LGA,700,179.0,145.0,1096,959
930,2015,1,1,DL,2180,CLE,ATL,700,125.0,80.0,554,905
931,2015,1,1,DL,2351,PBI,LGA,700,168.0,143.0,1035,948
932,2015,1,1,DL,2365,JFK,SJU,700,230.0,180.0,1598,1150
933,2015,1,1,DL,2539,MKE,ATL,700,128.0,87.0,669,1008
934,2015,1,1,B6,2784,RDU,BOS,700,109.0,93.0,612,849
935,2015,1,1,DL,46,JFK,SFO,700,403.0,343.0,2586,1043
936,2015,1,1,DL,1498,FLL,LGA,700,174.0,143.0,1076,954
937,2015,1,1,DL,1506,LAX,DTW,700,267.0,232.0,1979,1427
938,2015,1,1,DL,1795,LAS,JFK,700,285.0,237.0,2248,1445
939,2015,1,1,DL,1894,MSP,MIA,700,226.0,175.0,1501,1146
940,2015,1,1,DL,1925,MSP,RSW,700,210.0,169.0,1416,1130
941,2015,1,1,AA,2393,JFK,MCO,700,185.0,141.0,944,1005
942,2015,1,1,EV,4513,CLE,ORD,700,93.0,62.0,315,733
943,2015,1,1,EV,4524,LFT,IAH,700,65.0,52.0,201,805
944,2015,1,1,EV,4871,SHV,ATL,700,99.0,83.0,551,939
945,2015,1,1,EV,4987,ROC,LGA,700,87.0,40.0,254,827
946,2015,1,1,EV,5423,CID,MSP,700,79.0,42.0,220,819
947,2015,1,1,EV,5755,PVD,ORD,700,176.0,157.0,849,856
948,2015,1,1,F9,1061,ORD,PHX,700,230.0,232.0,1440,950
949,2015,1,1,F9,1120,CLE,RSW,700,170.0,136.0,1025,950
950,2015,1,1,F9,676,DEN,MCO,700,205.0,180.0,1546,1225
951,2015,1,1,F9,681,MCO,DEN,700,253.0,227.0,1546,913
952,2015,1,1,MQ,2841,DFW,DSM,700,108.0,80.0,624,848
953,2015,1,1,MQ,2852,GRK,DFW,700,55.0,,134,755
954,2015,1,1,MQ,2871,PNS,DFW,700,130.0,,604,910
955,2015,1,1,MQ,3024,GJT,DFW,700,145.0,,773,1025
956,2015,1,1,MQ,3051,HPN,ORD,700,175.0,135.0,738,855
957,2015,1,1,MQ,2991,BMI,DFW,700,145.0,,690,925
958,2015,1,1,MQ,3362,DFW,MAF,700,68.0,,309,808
959,2015,1,1,NK,231,ATL,FLL,700,108.0,80.0,581,848
960,2015,1,1,NK,259,ACY,FLL,700,168.0,132.0,977,948
961,2015,1,1,NK,183,LBE,RSW,700,150.0,135.0,956,930
962,2015,1,1,NK,193,IAH,LAS,700,200.0,167.0,1222,820
963,2015,1,1,NK,198,FLL,MCO,700,57.0,32.0,177,757
964,2015,1,1,NK,610,FLL,BOS,700,184.0,169.0,1237,1004
965,2015,1,1,OO,6194,ASE,DEN,700,59.0,27.0,125,759
966,2015,1,1,OO,6272,BUR,SFO,700,86.0,61.0,326,826
967,2015,1,1,OO,3479,SAN,SLC,700,110.0,93.0,626,950
968,2015,1,1,HA,217,KOA,HNL,700,42.0,31.0,163,742
969,2015,1,1,OO,4623,SEA,PDX,700,60.0,29.0,129,800
970,2015,1,1,OO,5471,RKS,DEN,700,87.0,,260,827
971,2015,1,1,OO,5632,SBA,SFO,700,98.0,74.0,262,838
972,2015,1,1,OO,6225,BOI,ORD,700,209.0,182.0,1437,1129
973,2015,1,1,OO,7382,CPR,SLC,700,114.0,48.0,320,854
974,2015,1,1,OO,5633,COS,DEN,701,52.0,20.0,73,753
975,2015,1,1,UA,296,ORD,DEN,702,165.0,131.0,888,847
976,2015,1,1,UA,656,PHX,ORD,702,199.0,154.0,1440,1121
977,2015,1,1,UA,1441,MSY,IAH,702,78.0,59.0,305,820
978,2015,1,1,UA,1764,CLE,RSW,702,178.0,136.0,1025,1000
979,2015,1,1,AA,130,MIA,TPA,702,64.0,,204,806
980,2015,1,1,EV,4221,BTR,IAH,702,73.0,63.0,253,815
981,2015,1,1,EV,6159,BTV,ORD,704,156.0,138.0,763,840
982,2015,1,1,NK,410,FLL,BWI,704,145.0,130.0,925,929
983,2015,1,1,OO,6382,SFO,BOI,704,102.0,84.0,522,946
984,2015,1,1,UA,761,ORD,SFO,705,280.0,238.0,1846,945
985,2015,1,1,VX,12,SFO,JFK,705,329.0,299.0,2586,1534
986,2015,1,1,WN,2851,BDL,FLL,705,195.0,164.0,1173,1020
987,2015,1,1,WN,1108,BWI,FLL,705,155.0,132.0,925,940
988,2015,1,1,WN,1432,CMH,TPA,705,145.0,114.0,829,930
989,2015,1,1,WN,1863,DAL,BWI,705,170.0,131.0,1209,1055
990,2015,1,1,WN,665,DAL,STL,705,95.0,,546,840
991,2015,1,1,WN,323,FLL,BWI,705,155.0,129.0,925,940
992,2015,1,1,WN,2041,MCO,LAS,705,315.0,285.0,2039,920
993,2015,1,1,WN,4649,MDW,MCO,705,165.0,123.0,990,1050
994,2015,1,1,WN,893,OAK,HOU,705,220.0,212.0,1642,1245
995,2015,1,1,WN,552,SAT,ELP,705,95.0,81.0,496,740
996,2015,1,1,WN,3239,TPA,BWI,705,140.0,111.0,842,925
997,2015,1,1,WN,1912,TUS,DEN,705,110.0,83.0,639,855
998,2015,1,1,UA,1660,SNA,EWR,705,319.0,256.0,2434,1524
999,2015,1,1,US,445,RDU,CLT,705,65.0,35.0,130,810
1000,2015,1,1,US,556,MKE,PHX,705,245.0,228.0,1460,1010
